payment_record_id,invoice_id,customer_id,customer_code,customer_name,invoice_number,expected_amount,currency,invoice_date,due_date,expected_payment_date,expected_reference,reference_quality_hint,scenario_type
PAYREC-000161,INVREC-000161,CUST-00072,C0072,BrightPath Distribution,INV-100161,299.0,GBP,2025-03-13,2025-04-12,2025-04-13,INV-100161,low,matched
PAYREC-000162,INVREC-000162,CUST-00055,C0055,Vertex Services,INV-100162,1790.65,GBP,2025-01-07,2025-02-21,2025-02-23,C0055 100162,medium,matched
PAYREC-000163,INVREC-000163,CUST-00074,C0074,Vertex Solutions,INV-100163,1160.01,GBP,2025-03-06,2025-03-20,2025-03-21,PAY INV-100163,medium,unmatched_expected
PAYREC-000164,INVREC-000164,CUST-00014,C0014,Harbour Distribution,INV-100164,3824.9,GBP,2025-02-14,2025-03-16,2025-03-15,INV-100164,high,matched
PAYREC-000165,INVREC-000165,CUST-00074,C0074,Vertex Solutions,INV-100165,4874.01,GBP,2025-01-29,2025-02-28,2025-03-01,C0074 100165,medium,matched
PAYREC-000166,INVREC-000166,CUST-00072,C0072,BrightPath Distribution,INV-100166,3482.68,GBP,2025-01-04,2025-02-03,2025-02-03,C0072-INV-100166,low,matched
PAYREC-000167,INVREC-000167,CUST-00004,C0004,Acme Distribution,INV-100167,4611.61,GBP,2025-01-24,2025-02-07,2025-02-09,C0004 100167,medium,unmatched_expected
PAYREC-000168,INVREC-000168,CUST-00045,C0045,IronBridge Distribution,INV-100168,1200.0,GBP,2025-01-01,2025-01-15,2025-01-18,PAY INV-100168,medium,unmatched_expected
PAYREC-000169,INVREC-000169,CUST-00052,C0052,BlueRock Services,INV-100169,201.75,GBP,2025-01-09,2025-01-23,2025-01-24,C0052 100169,low,matched
PAYREC-000170,INVREC-000170,CUST-00068,C0068,Redwood Trading,INV-100170,829.18,GBP,2025-01-28,2025-02-27,2025-02-28,PAY INV-100170,high,unmatched_expected
PAYREC-000171,INVREC-000171,CUST-00040,C0040,Silverline Holdings,INV-100171,470.54,GBP,2025-02-11,2025-03-13,2025-03-12,INV-100171,high,matched
PAYREC-000172,INVREC-000172,CUST-00007,C0007,Vertex Limited,INV-100172,3386.15,GBP,2025-01-20,2025-02-03,2025-02-10,C0007 100172,high,matched
PAYREC-000173,INVREC-000173,CUST-00035,C0035,IronBridge Ltd,INV-100173,2238.12,GBP,2025-02-26,2025-03-28,2025-04-01,PAY INV-100173,low,matched
PAYREC-000174,INVREC-000174,CUST-00035,C0035,IronBridge Ltd,INV-100174,399.0,GBP,2025-01-28,2025-02-27,2025-03-03,C0035 100174,low,matched
PAYREC-000175,INVREC-000175,CUST-00015,C0015,Acme Holdings,INV-100175,2658.32,GBP,2025-02-06,2025-03-08,2025-03-08,PAY INV-100175,medium,matched
PAYREC-000176,INVREC-000176,CUST-00040,C0040,Silverline Holdings,INV-100176,321.17,GBP,2025-01-06,2025-01-20,2025-01-23,C0040 100176,high,matched
PAYREC-000177,INVREC-000177,CUST-00027,C0027,Acme Partners,INV-100177,3832.6,GBP,2025-02-08,2025-03-25,2025-04-03,C0027 100177,high,matched
PAYREC-000178,INVREC-000178,CUST-00038,C0038,Redwood Holdings,INV-100178,2181.74,GBP,2025-02-11,2025-02-25,2025-02-24,INV-100178,medium,matched
PAYREC-000179,INVREC-000179,CUST-00017,C0017,Redwood Retail,INV-100179,750.0,GBP,2025-02-18,2025-03-20,2025-03-20,INV-100179,high,matched
PAYREC-000180,INVREC-000180,CUST-00046,C0046,Silverline Ltd,INV-100180,2209.29,GBP,2025-01-10,2025-02-09,2025-02-09,INV-100180,medium,matched
PAYREC-000181,INVREC-000181,CUST-00059,C0059,Maple Services,INV-100181,2888.33,GBP,2025-01-10,2025-02-09,2025-02-08,INV-100181,high,matched
PAYREC-000182,INVREC-000182,CUST-00054,C0054,BrightPath Holdings,INV-100182,299.0,GBP,2025-02-07,2025-02-21,2025-02-24,PAY INV-100182,high,matched
PAYREC-000183,INVREC-000183,CUST-00022,C0022,Maple Distribution,INV-100183,1841.17,GBP,2025-03-21,2025-04-20,2025-04-20,INV-100183,medium,matched
PAYREC-000184,INVREC-000184,CUST-00056,C0056,Northstar Limited,INV-100184,2643.61,GBP,2025-01-14,2025-01-28,2025-01-31,INV-100184,high,matched
PAYREC-000185,INVREC-000185,CUST-00051,C0051,ClearWater Distribution,INV-100185,2500.0,GBP,2025-02-09,2025-03-11,2025-03-12,C0051-INV-100185,high,matched
PAYREC-000186,INVREC-000186,CUST-00022,C0022,Maple Distribution,INV-100186,750.0,GBP,2025-01-10,2025-02-09,2025-02-12,C0022 100186,medium,matched
PAYREC-000187,INVREC-000187,CUST-00025,C0025,Northstar Services,INV-100187,3244.94,GBP,2025-02-14,2025-03-16,2025-03-18,C0025 100187,medium,matched
PAYREC-000188,INVREC-000188,CUST-00019,C0019,Vertex Holdings,INV-100188,149.0,GBP,2025-01-31,2025-02-14,2025-02-13,C0019-INV-100188,high,matched
PAYREC-000189,INVREC-000189,CUST-00020,C0020,Acme Limited,INV-100189,3158.35,GBP,2025-03-25,2025-04-01,2025-04-02,C0020 100189,high,matched
PAYREC-000190,INVREC-000190,CUST-00060,C0060,BrightPath Ltd,INV-100190,4624.56,GBP,2025-03-14,2025-04-13,2025-04-13,C0060-INV-100190,low,matched
PAYREC-000191,INVREC-000191,CUST-00073,C0073,Maple Trading,INV-100191,4328.02,GBP,2025-03-24,2025-04-23,2025-04-19,PAY INV-100191,medium,unmatched_expected
PAYREC-000192,INVREC-000192,CUST-00041,C0041,Summit Holdings,INV-100192,3175.36,GBP,2025-01-20,2025-02-19,2025-02-24,PAY INV-100192,high,matched
PAYREC-000193,INVREC-000193,CUST-00036,C0036,Northstar Distribution,INV-100193,1586.52,GBP,2025-03-17,2025-03-24,2025-03-23,INV-100193,medium,matched
PAYREC-000194,INVREC-000194,CUST-00058,C0058,Summit Services,INV-100194,429.82,GBP,2025-01-05,2025-01-12,2025-01-08,C0058 100194,medium,matched
PAYREC-000195,INVREC-000195,CUST-00012,C0012,Summit Trading,INV-100195,2922.63,GBP,2025-03-20,2025-04-19,2025-04-20,C0012-INV-100195,high,matched
PAYREC-000196,INVREC-000196,CUST-00006,C0006,BlueRock Solutions,INV-100196,981.79,GBP,2025-02-27,2025-04-13,2025-04-16,PAY INV-100196,high,matched
PAYREC-000197,INVREC-000197,CUST-00061,C0061,BlueRock Distribution,INV-100197,125.0,GBP,2025-03-06,2025-03-20,2025-03-19,C0061-INV-100197,high,matched
PAYREC-000198,INVREC-000198,CUST-00044,C0044,Redwood Services,INV-100198,199.0,GBP,2025-01-11,2025-02-10,2025-02-10,PAY INV-100198,medium,matched
PAYREC-000199,INVREC-000199,CUST-00057,C0057,Silverline Trading,INV-100199,1851.29,GBP,2025-02-26,2025-03-28,2025-03-30,C0057-INV-100199,medium,matched
PAYREC-000200,INVREC-000200,CUST-00037,C0037,BlueRock Partners,INV-100200,999.0,GBP,2025-02-19,2025-03-21,2025-03-20,C0037 100200,high,matched
PAYREC-000201,INVREC-000201,CUST-00007,C0007,Vertex Limited,INV-100201,125.0,GBP,2025-03-22,2025-04-21,2025-04-28,PAY INV-100201,high,unmatched_expected
PAYREC-000202,INVREC-000202,CUST-00072,C0072,BrightPath Distribution,INV-100202,1200.0,GBP,2025-03-28,2025-04-27,2025-04-26,C0072-INV-100202,low,matched
PAYREC-000203,INVREC-000203,CUST-00020,C0020,Acme Limited,INV-100203,4587.89,GBP,2025-02-12,2025-02-19,2025-02-20,INV-100203,high,unmatched_expected
PAYREC-000204,INVREC-000204,CUST-00040,C0040,Silverline Holdings,INV-100204,2995.45,GBP,2025-03-25,2025-04-24,2025-04-24,INV-100204,high,matched
PAYREC-000205,INVREC-000205,CUST-00011,C0011,Harbour Limited,INV-100205,1675.96,GBP,2025-02-09,2025-03-11,2025-03-14,PAY INV-100205,low,matched
PAYREC-000206,INVREC-000206,CUST-00017,C0017,Redwood Retail,INV-100206,4985.96,GBP,2025-03-27,2025-04-26,2025-04-28,INV-100206,high,matched
PAYREC-000207,INVREC-000207,CUST-00068,C0068,Redwood Trading,INV-100207,1841.05,GBP,2025-01-12,2025-02-11,2025-02-13,C0068-INV-100207,high,matched
PAYREC-000208,INVREC-000208,CUST-00047,C0047,Acme Ltd,INV-100208,2500.0,GBP,2025-02-09,2025-02-23,2025-03-03,INV-100208,medium,matched
PAYREC-000209,INVREC-000209,CUST-00063,C0063,Acme Trading,INV-100209,125.0,GBP,2025-01-25,2025-02-08,2025-02-03,INV-100209,high,matched
PAYREC-000210,INVREC-000210,CUST-00038,C0038,Redwood Holdings,INV-100210,3706.29,GBP,2025-01-13,2025-02-12,2025-02-15,PAY INV-100210,medium,matched
PAYREC-000211,INVREC-000211,CUST-00068,C0068,Redwood Trading,INV-100211,3109.26,GBP,2025-01-05,2025-02-04,2025-02-04,C0068-INV-100211,high,matched
PAYREC-000212,INVREC-000212,CUST-00049,C0049,Maple Holdings,INV-100212,3866.93,GBP,2025-01-20,2025-02-03,2025-02-03,INV-100212,low,matched
PAYREC-000213,INVREC-000213,CUST-00022,C0022,Maple Distribution,INV-100213,3611.95,GBP,2025-02-26,2025-03-05,2025-03-04,PAY INV-100213,medium,matched
PAYREC-000214,INVREC-000214,CUST-00057,C0057,Silverline Trading,INV-100214,2272.19,GBP,2025-03-20,2025-04-03,2025-04-04,C0057 100214,medium,matched
PAYREC-000215,INVREC-000215,CUST-00069,C0069,Vertex Distribution,INV-100215,2371.63,GBP,2025-01-31,2025-03-02,2025-03-04,PAY INV-100215,low,unmatched_expected
PAYREC-000216,INVREC-000216,CUST-00025,C0025,Northstar Services,INV-100216,2230.96,GBP,2025-02-17,2025-03-19,2025-03-22,PAY INV-100216,medium,unmatched_expected
PAYREC-000217,INVREC-000217,CUST-00037,C0037,BlueRock Partners,INV-100217,852.19,GBP,2025-02-18,2025-03-20,2025-03-22,PAY INV-100217,high,matched
PAYREC-000218,INVREC-000218,CUST-00026,C0026,Vertex Group,INV-100218,1200.0,GBP,2025-03-19,2025-04-02,2025-04-03,C0026 100218,medium,matched
PAYREC-000219,INVREC-000219,CUST-00062,C0062,Redwood Group,INV-100219,750.0,GBP,2025-02-17,2025-03-19,2025-03-20,PAY INV-100219,high,matched
PAYREC-000220,INVREC-000220,CUST-00016,C0016,Northstar Holdings,INV-100220,500.0,GBP,2025-02-06,2025-02-13,2025-02-14,PAY INV-100220,medium,matched
PAYREC-000221,INVREC-000221,CUST-00066,C0066,Acme Group,INV-100221,199.0,GBP,2025-01-19,2025-02-18,2025-02-27,C0066 100221,high,matched
PAYREC-000222,INVREC-000222,CUST-00058,C0058,Summit Services,INV-100222,2012.45,GBP,2025-02-14,2025-03-31,2025-03-26,PAY INV-100222,medium,matched
PAYREC-000223,INVREC-000223,CUST-00048,C0048,BlueRock Ltd,INV-100223,199.0,GBP,2025-01-31,2025-03-02,2025-03-05,INV-100223,high,matched
PAYREC-000224,INVREC-000224,CUST-00004,C0004,Acme Distribution,INV-100224,3267.31,GBP,2025-02-10,2025-03-27,2025-03-27,C0004 100224,medium,matched
PAYREC-000225,INVREC-000225,CUST-00019,C0019,Vertex Holdings,INV-100225,2388.65,GBP,2025-01-18,2025-01-25,2025-01-25,C0019-INV-100225,high,matched
PAYREC-000226,INVREC-000226,CUST-00018,C0018,BrightPath Services,INV-100226,125.0,GBP,2025-03-02,2025-04-01,2025-04-02,C0018 100226,high,matched
PAYREC-000227,INVREC-000227,CUST-00003,C0003,Redwood Ltd,INV-100227,1500.0,GBP,2025-02-02,2025-02-16,2025-02-15,C0003-INV-100227,high,matched
PAYREC-000228,INVREC-000228,CUST-00068,C0068,Redwood Trading,INV-100228,250.0,GBP,2025-02-24,2025-03-10,2025-03-13,C0068 100228,high,unmatched_expected
PAYREC-000229,INVREC-000229,CUST-00016,C0016,Northstar Holdings,INV-100229,3132.91,GBP,2025-01-07,2025-01-21,2025-01-22,C0016-INV-100229,medium,matched
PAYREC-000230,INVREC-000230,CUST-00009,C0009,Redwood Limited,INV-100230,2703.47,GBP,2025-01-15,2025-02-14,2025-02-13,C0009-INV-100230,medium,matched
PAYREC-000231,INVREC-000231,CUST-00066,C0066,Acme Group,INV-100231,399.0,GBP,2025-03-15,2025-03-29,2025-04-05,INV-100231,high,matched
PAYREC-000232,INVREC-000232,CUST-00001,C0001,Maple Limited,INV-100232,977.2,GBP,2025-03-20,2025-04-19,2025-04-20,C0001 100232,high,matched
PAYREC-000233,INVREC-000233,CUST-00011,C0011,Harbour Limited,INV-100233,750.0,GBP,2025-03-09,2025-04-23,2025-04-26,C0011-INV-100233,low,matched
PAYREC-000234,INVREC-000234,CUST-00070,C0070,ClearWater Solutions,INV-100234,150.65,GBP,2025-03-06,2025-04-05,2025-04-06,PAY INV-100234,medium,matched
PAYREC-000235,INVREC-000235,CUST-00061,C0061,BlueRock Distribution,INV-100235,1305.57,GBP,2025-01-06,2025-02-05,2025-02-06,C0061 100235,high,matched
PAYREC-000236,INVREC-000236,CUST-00003,C0003,Redwood Ltd,INV-100236,1500.0,GBP,2025-02-15,2025-03-17,2025-03-20,C0003 100236,high,unmatched_expected
PAYREC-000237,INVREC-000237,CUST-00014,C0014,Harbour Distribution,INV-100237,99.0,GBP,2025-03-16,2025-04-15,2025-04-16,PAY INV-100237,high,matched
PAYREC-000238,INVREC-000238,CUST-00046,C0046,Silverline Ltd,INV-100238,4160.4,GBP,2025-03-11,2025-04-10,2025-04-10,INV-100238,medium,matched
PAYREC-000239,INVREC-000239,CUST-00060,C0060,BrightPath Ltd,INV-100239,149.0,GBP,2025-03-31,2025-04-30,2025-05-03,PAY INV-100239,low,matched
PAYREC-000240,INVREC-000240,CUST-00009,C0009,Redwood Limited,INV-100240,2500.0,GBP,2025-02-28,2025-03-07,2025-03-10,INV-100240,medium,unmatched_expected
PAYREC-000241,INVREC-000241,CUST-00026,C0026,Vertex Group,INV-100241,399.0,GBP,2025-01-06,2025-02-05,2025-02-07,C0026 100241,medium,matched
PAYREC-000242,INVREC-000242,CUST-00070,C0070,ClearWater Solutions,INV-100242,995.96,GBP,2025-03-02,2025-03-16,2025-03-19,PAY INV-100242,medium,matched
PAYREC-000243,INVREC-000243,CUST-00046,C0046,Silverline Ltd,INV-100243,125.0,GBP,2025-01-07,2025-02-06,2025-02-07,INV-100243,medium,matched
PAYREC-000244,INVREC-000244,CUST-00048,C0048,BlueRock Ltd,INV-100244,4478.46,GBP,2025-02-25,2025-03-27,2025-03-26,C0048 100244,high,matched
PAYREC-000245,INVREC-000245,CUST-00050,C0050,ClearWater Partners,INV-100245,2512.74,GBP,2025-02-13,2025-03-30,2025-03-30,C0050 100245,high,matched
PAYREC-000246,INVREC-000246,CUST-00067,C0067,Harbour Group,INV-100246,440.69,GBP,2025-02-04,2025-03-06,2025-03-09,PAY INV-100246,high,unmatched_expected
PAYREC-000247,INVREC-000247,CUST-00024,C0024,IronBridge Services,INV-100247,299.0,GBP,2025-03-11,2025-03-25,2025-03-28,C0024-INV-100247,medium,matched
PAYREC-000248,INVREC-000248,CUST-00038,C0038,Redwood Holdings,INV-100248,874.89,GBP,2025-02-09,2025-03-11,2025-03-12,C0038 100248,medium,unmatched_expected
PAYREC-000249,INVREC-000249,CUST-00057,C0057,Silverline Trading,INV-100249,4562.46,GBP,2025-02-14,2025-03-16,2025-03-17,INV-100249,medium,unmatched_expected
PAYREC-000250,INVREC-000250,CUST-00056,C0056,Northstar Limited,INV-100250,333.92,GBP,2025-02-05,2025-03-07,2025-03-08,INV-100250,high,matched
PAYREC-000251,INVREC-000251,CUST-00052,C0052,BlueRock Services,INV-100251,841.93,GBP,2025-02-16,2025-03-18,2025-03-26,INV-100251,low,unmatched_expected
PAYREC-000252,INVREC-000252,CUST-00004,C0004,Acme Distribution,INV-100252,2218.96,GBP,2025-01-19,2025-02-18,2025-02-18,PAY INV-100252,medium,unmatched_expected
PAYREC-000253,INVREC-000253,CUST-00017,C0017,Redwood Retail,INV-100253,1842.65,GBP,2025-01-09,2025-01-23,2025-01-26,INV-100253,high,matched
PAYREC-000254,INVREC-000254,CUST-00073,C0073,Maple Trading,INV-100254,4746.68,GBP,2025-01-05,2025-02-04,2025-01-30,C0073 100254,medium,matched
PAYREC-000255,INVREC-000255,CUST-00048,C0048,BlueRock Ltd,INV-100255,2670.83,GBP,2025-02-26,2025-03-28,2025-03-29,INV-100255,high,matched
PAYREC-000256,INVREC-000256,CUST-00051,C0051,ClearWater Distribution,INV-100256,125.0,GBP,2025-02-10,2025-03-12,2025-03-14,PAY INV-100256,high,matched
PAYREC-000257,INVREC-000257,CUST-00004,C0004,Acme Distribution,INV-100257,2830.28,GBP,2025-01-24,2025-02-23,2025-02-22,INV-100257,medium,matched
PAYREC-000258,INVREC-000258,CUST-00034,C0034,Northstar Trading,INV-100258,999.0,GBP,2025-02-03,2025-03-05,2025-03-06,C0034-INV-100258,medium,matched
PAYREC-000259,INVREC-000259,CUST-00037,C0037,BlueRock Partners,INV-100259,657.06,GBP,2025-03-30,2025-05-14,2025-05-15,PAY INV-100259,high,matched
PAYREC-000260,INVREC-000260,CUST-00010,C0010,Vertex Partners,INV-100260,4986.45,GBP,2025-02-27,2025-03-13,2025-03-16,C0010-INV-100260,high,unmatched_expected
PAYREC-000261,INVREC-000261,CUST-00041,C0041,Summit Holdings,INV-100261,750.0,GBP,2025-03-27,2025-04-26,2025-04-28,PAY INV-100261,high,matched
PAYREC-000262,INVREC-000262,CUST-00038,C0038,Redwood Holdings,INV-100262,4640.26,GBP,2025-02-08,2025-03-10,2025-03-10,C0038-INV-100262,medium,unmatched_expected
PAYREC-000263,INVREC-000263,CUST-00023,C0023,Harbour Solutions,INV-100263,199.0,GBP,2025-02-16,2025-03-18,2025-03-20,INV-100263,high,matched
PAYREC-000264,INVREC-000264,CUST-00018,C0018,BrightPath Services,INV-100264,750.0,GBP,2025-01-31,2025-03-02,2025-03-03,C0018-INV-100264,high,matched
PAYREC-000265,INVREC-000265,CUST-00074,C0074,Vertex Solutions,INV-100265,692.37,GBP,2025-02-17,2025-03-19,2025-03-18,C0074 100265,medium,matched
PAYREC-000266,INVREC-000266,CUST-00012,C0012,Summit Trading,INV-100266,3608.4,GBP,2025-01-09,2025-02-08,2025-02-09,C0012-INV-100266,high,matched
PAYREC-000267,INVREC-000267,CUST-00068,C0068,Redwood Trading,INV-100267,415.07,GBP,2025-02-22,2025-03-24,2025-03-26,C0068 100267,high,matched
PAYREC-000268,INVREC-000268,CUST-00041,C0041,Summit Holdings,INV-100268,2610.93,GBP,2025-03-24,2025-03-31,2025-04-07,INV-100268,high,matched
PAYREC-000269,INVREC-000269,CUST-00017,C0017,Redwood Retail,INV-100269,149.0,GBP,2025-03-12,2025-04-11,2025-04-12,PAY INV-100269,high,matched
PAYREC-000270,INVREC-000270,CUST-00056,C0056,Northstar Limited,INV-100270,125.0,GBP,2025-03-06,2025-04-20,2025-04-23,PAY INV-100270,high,matched
PAYREC-000271,INVREC-000271,CUST-00067,C0067,Harbour Group,INV-100271,1500.0,GBP,2025-01-20,2025-02-19,2025-02-22,C0067 100271,high,matched
PAYREC-000272,INVREC-000272,CUST-00029,C0029,Northstar Retail,INV-100272,1456.04,GBP,2025-02-14,2025-03-31,2025-04-01,C0029-INV-100272,low,matched
PAYREC-000273,INVREC-000273,CUST-00011,C0011,Harbour Limited,INV-100273,1408.53,GBP,2025-02-02,2025-02-16,2025-02-16,PAY INV-100273,low,matched
PAYREC-000274,INVREC-000274,CUST-00039,C0039,Acme Solutions,INV-100274,884.75,GBP,2025-03-20,2025-04-19,2025-04-15,C0039 100274,medium,matched
PAYREC-000275,INVREC-000275,CUST-00075,C0075,Maple Solutions,INV-100275,4514.9,GBP,2025-01-20,2025-02-03,2025-02-06,C0075-INV-100275,low,unmatched_expected
PAYREC-000276,INVREC-000276,CUST-00044,C0044,Redwood Services,INV-100276,452.05,GBP,2025-03-14,2025-03-21,2025-03-22,PAY INV-100276,medium,matched
PAYREC-000277,INVREC-000277,CUST-00074,C0074,Vertex Solutions,INV-100277,2112.1,GBP,2025-02-03,2025-03-05,2025-03-04,PAY INV-100277,medium,unmatched_expected
PAYREC-000278,INVREC-000278,CUST-00004,C0004,Acme Distribution,INV-100278,3227.44,GBP,2025-03-05,2025-04-04,2025-04-07,C0004 100278,medium,matched
PAYREC-000279,INVREC-000279,CUST-00039,C0039,Acme Solutions,INV-100279,2060.16,GBP,2025-03-03,2025-03-17,2025-03-16,C0039-INV-100279,medium,matched
PAYREC-000280,INVREC-000280,CUST-00059,C0059,Maple Services,INV-100280,399.0,GBP,2025-01-10,2025-02-09,2025-02-11,C0059 100280,high,unmatched_expected
PAYREC-000281,INVREC-000281,CUST-00062,C0062,Redwood Group,INV-100281,1597.28,GBP,2025-03-01,2025-03-15,2025-03-17,C0062-INV-100281,high,unmatched_expected
PAYREC-000282,INVREC-000282,CUST-00041,C0041,Summit Holdings,INV-100282,299.0,GBP,2025-02-14,2025-03-31,2025-04-09,C0041 100282,high,matched
PAYREC-000283,INVREC-000283,CUST-00066,C0066,Acme Group,INV-100283,125.0,GBP,2025-03-13,2025-03-27,2025-04-02,PAY INV-100283,high,matched
PAYREC-000284,INVREC-000284,CUST-00035,C0035,IronBridge Ltd,INV-100284,250.0,GBP,2025-02-27,2025-03-13,2025-03-21,PAY INV-100284,low,matched
PAYREC-000285,INVREC-000285,CUST-00050,C0050,ClearWater Partners,INV-100285,4516.44,GBP,2025-03-20,2025-04-19,2025-04-21,C0050 100285,high,unmatched_expected
PAYREC-000286,INVREC-000286,CUST-00042,C0042,BrightPath Limited,INV-100286,149.0,GBP,2025-03-15,2025-04-14,2025-04-21,C0042 100286,low,matched
PAYREC-000287,INVREC-000287,CUST-00064,C0064,BrightPath Solutions,INV-100287,2511.98,GBP,2025-03-07,2025-04-06,2025-04-14,INV-100287,medium,matched
PAYREC-000288,INVREC-000288,CUST-00012,C0012,Summit Trading,INV-100288,1114.96,GBP,2025-02-20,2025-03-22,2025-03-25,INV-100288,high,matched
PAYREC-000289,INVREC-000289,CUST-00046,C0046,Silverline Ltd,INV-100289,4417.58,GBP,2025-01-07,2025-01-14,2025-01-16,INV-100289,medium,matched
PAYREC-000290,INVREC-000290,CUST-00061,C0061,BlueRock Distribution,INV-100290,2183.09,GBP,2025-02-06,2025-03-08,2025-03-08,PAY INV-100290,high,matched
PAYREC-000291,INVREC-000291,CUST-00034,C0034,Northstar Trading,INV-100291,2032.88,GBP,2025-02-16,2025-03-18,2025-03-18,PAY INV-100291,medium,matched
PAYREC-000292,INVREC-000292,CUST-00073,C0073,Maple Trading,INV-100292,413.98,GBP,2025-03-13,2025-03-27,2025-03-23,PAY INV-100292,medium,matched
PAYREC-000293,INVREC-000293,CUST-00065,C0065,Silverline Group,INV-100293,999.0,GBP,2025-02-27,2025-03-29,2025-03-30,C0065 100293,medium,unmatched_expected
PAYREC-000294,INVREC-000294,CUST-00016,C0016,Northstar Holdings,INV-100294,3984.74,GBP,2025-01-17,2025-03-03,2025-03-03,C0016 100294,medium,unmatched_expected
PAYREC-000295,INVREC-000295,CUST-00044,C0044,Redwood Services,INV-100295,1035.34,GBP,2025-03-13,2025-04-27,2025-04-26,C0044 100295,medium,matched
PAYREC-000296,INVREC-000296,CUST-00066,C0066,Acme Group,INV-100296,149.0,GBP,2025-02-21,2025-03-23,2025-04-01,C0066 100296,high,matched
PAYREC-000297,INVREC-000297,CUST-00043,C0043,Summit Retail,INV-100297,750.0,GBP,2025-03-02,2025-04-01,2025-03-27,INV-100297,high,matched
PAYREC-000298,INVREC-000298,CUST-00018,C0018,BrightPath Services,INV-100298,399.0,GBP,2025-02-11,2025-03-28,2025-03-27,PAY INV-100298,high,matched
PAYREC-000299,INVREC-000299,CUST-00039,C0039,Acme Solutions,INV-100299,2685.08,GBP,2025-03-17,2025-04-16,2025-04-16,INV-100299,medium,matched
PAYREC-000300,INVREC-000300,CUST-00073,C0073,Maple Trading,INV-100300,299.0,GBP,2025-02-08,2025-03-10,2025-03-07,INV-100300,medium,unmatched_expected
PAYREC-000301,INVREC-000301,CUST-00015,C0015,Acme Holdings,INV-100301,3640.35,GBP,2025-02-23,2025-03-25,2025-03-26,C0015 100301,medium,matched
PAYREC-000302,INVREC-000302,CUST-00004,C0004,Acme Distribution,INV-100302,3925.37,GBP,2025-03-18,2025-04-17,2025-04-18,INV-100302,medium,matched
PAYREC-000303,INVREC-000303,CUST-00075,C0075,Maple Solutions,INV-100303,500.0,GBP,2025-03-15,2025-03-29,2025-03-28,INV-100303,low,matched
PAYREC-000304,INVREC-000304,CUST-00022,C0022,Maple Distribution,INV-100304,4213.78,GBP,2025-03-09,2025-04-08,2025-04-08,C0022-INV-100304,medium,matched
PAYREC-000305,INVREC-000305,CUST-00019,C0019,Vertex Holdings,INV-100305,3517.58,GBP,2025-03-29,2025-04-12,2025-04-15,C0019 100305,high,matched
PAYREC-000306,INVREC-000306,CUST-00025,C0025,Northstar Services,INV-100306,2094.15,GBP,2025-01-03,2025-02-02,2025-02-02,C0025-INV-100306,medium,matched
PAYREC-000307,INVREC-000307,CUST-00027,C0027,Acme Partners,INV-100307,2384.45,GBP,2025-02-22,2025-03-24,2025-03-27,PAY INV-100307,high,matched
